time,despos1,desvel1,desacc1,iqcmd1,despos2,desvel2,desacc2,iqcmd2,actpos1,actvel1,actacc1,actfe1,actpos2,actvel2,actacc2,actfe2,actpos3,actvel3,actacc3,actfe3,actpos4,actvel4,actacc4,actfe4,nodeA,nodeB,nodeC,nodeD
0,0,0,0,0,0,0,0,0,1989.41015625,0,0,-1989.41015625,5.00390625,0,0,-5.00390625,0,0,0,0,0,0,0,0,0,0,0,0
0.00442,0,0,0,0,0,0,0,0,1970.9765625,-4170.49632352941,0,-1970.9765625,5.00390625,0,0,-5.00390625,0,0,0,0,0,0,0,0,0,0,0,0
0.00884,0,0,0,0,0,0,0,0,1943.24609375,-6273.8617081448,-475874.521406195,-1943.24609375,5.00390625,0,0,-5.00390625,0,0,0,0,0,0,0,0,0,0,0,0
0.01326,0,0,0,0,0,0,0,0,1904.62890625,-8736.92024886878,-557253.063512213,-1904.62890625,5.00390625,0,0,-5.00390625,0,0,0,0,0,0,0,0,0,0,0,0
0.01768,0,0,0,0,0,0,0,0,1854,-11454.5036764706,-614837.879547921,-1854,5.00390625,0,0,-5.00390625,0,0,0,0,0,0,0,0,0,0,0,0
0.0221,0,0,0,0,0,0,0,0,1790.47265625,-14372.7022058824,-660225.911631621,-1790.47265625,5.00390625,0,0,-5.00390625,0,0,0,0,0,0,0,0,0,0,0,0
0.02652,0,0,0,0,0,0,0,0,1712.34765625,-17675.3393665158,-747202.977518888,-1712.34765625,5.00390625,0,0,-5.00390625,0,0,0,0,0,0,0,0,0,0,0,0
0.03094,0,0,0,0,0,0,0,0,1617.82421875,-21385.3930995475,-839378.6726316,-1617.82421875,5.00390625,0,0,-5.00390625,0,0,0,0,0,0,0,0,0,0,0,0
0.03536,0,0,0,0,0,0,0,0,1506.48046875,-25190.8936651584,-860972.978644991,-1506.48046875,5.00390625,0,0,-5.00390625,0,0,0,0,0,0,0,0,0,0,0,0
0.03978,0,0,0,0,0,0,0,0,1380.48046875,-28506.7873303167,-750202.186687414,-1380.48046875,5.00390625,0,0,-5.00390625,0,0,0,0,0,0,0,0,0,0,0,0
0.0442,0,0,0,0,0,0,0,0,1240.85546875,-31589.3665158371,-697416.105321349,-1240.85546875,5.00390625,0,0,-5.00390625,0,0,0,0,0,0,0,0,0,0,0,0
0.04862,0,0,0,0,0,0,0,0,1090.12109375,-34102.7997737557,-568650.058352613,-1090.12109375,5.00390625,0,0,-5.00390625,0,0,0,0,0,0,0,0,0,0,0,0
0.05304,0,0,0,0,0,0,0,0,930.32421875,-36153.1391402715,-463877.68473209,-930.32421875,5.00390625,0,0,-5.00390625,0,0,0,0,0,0,0,0,0,0,0,0
0.05746,0,0,0,0,0,0,0,0,763.79296875,-37676.7533936652,-344709.107102639,-763.79296875,5.00390625,0,0,-5.00390625,0,0,0,0,0,0,0,0,0,0,0,0
0.06188,0,0,0,0,0,0,0,0,593.24609375,-38585.2658371041,-205545.801683012,-593.24609375,5.00390625,0,0,-5.00390625,0,0,0,0,0,0,0,0,0,0,0,0
0.0663,0,0,0,0,0,0,0,0,421.37109375,-38885.7466063348,-67982.0744866003,-421.37109375,4.50390625,-113.122171945701,-25593.2515714256,-4.50390625,0,0,0,0,0,0,0,0,0,0,0,0
0.07072,0,0,0,0,0,0,0,0,249.91796875,-38790.2997737557,21594.3060133913,-249.91796875,3.8671875,-144.054015837104,-6998.1547265617,-3.8671875,0,0,0,0,0,0,0,0,0,0,0,0
0.07514,0,0,0,0,0,0,0,0,81.83984375,-38026.7251131222,172754.448107122,-81.83984375,3.140625,-164.380656108597,-4598.78739174054,-3.140625,0,0,0,0,0,0,0,0,0,0,0,0
0.07956,0,0,0,0,0,0,0,0,-81.75390625,-37012.1606334842,229539.475031223,81.75390625,2.54296875,-135.216346153846,6598.26017075817,-2.54296875,0,0,0,0,0,0,0,0,0,0,0,0
0.08398,0,0,0,0,0,0,0,0,-238.61328125,-35488.5463800905,344709.107102639,238.61328125,1.7421875,-181.172228506787,-10397.2584508917,-1.7421875,0,0,0,0,0,0,0,0,0,0,0,0
0.0884,0,0,0,0,0,0,0,0,-389,-34024.1445135747,331312.639483221,389,0.98046875,-172.334558823529,1999.47277901763,-0.98046875,0,0,0,0,0,0,0,0,0,0,0,0
0.09282,0,0,0,0,0,0,0,0,-529.66015625,-31823.5647624434,497868.721975391,529.66015625,0.21875,-172.334558823529,0,-0.21875,0,0,0,0,0,0,0,0,0,0,0,0
0.09724,0,0,0,0,0,0,0,0,-660.75390625,-29659.2194570136,489670.883581417,660.75390625,-0.1796875,-90.1442307692308,18595.0968448639,0.1796875,0,0,0,0,0,0,0,0,0,0,0,0
0.10166,0,0,0,0,0,0,0,0,-780.91015625,-27184.6719457014,559852.378124936,780.91015625,-0.7578125,-130.797511312217,-9197.57478348109,0.7578125,0,0,0,0,0,0,0,0,0,0,0,0
0.10608,0,0,0,0,0,0,0,0,-887.54296875,-24125.0707013575,692217.476095903,887.54296875,-0.99609375,-53.9097850678733,17395.4131774534,0.99609375,0,0,0,0,0,0,0,0,0,0,0,0
0.1105,0,0,0,0,0,0,0,0,-980.97265625,-21137.9383484163,675821.799307959,980.97265625,-1.2421875,-55.6773190045249,-399.894555803525,1.2421875,0,0,0,0,0,0,0,0,0,0,0,0
0.11492,0,0,0,0,0,0,0,0,-1059.69921875,-17811.439479638,752601.554022235,1059.69921875,-1.6171875,-84.841628959276,-6598.26017075817,1.6171875,0,0,0,0,0,0,0,0,0,0,0,0
0.11934,0,0,0,0,0,0,0,0,-1123.75390625,-14492.0107466063,751001.975799021,1123.75390625,-2.08203125,-105.168269230769,-4598.78739174055,2.08203125,0,0,0,0,0,0,0,0,0,0,0,0
0.12376,0,0,0,0,0,0,0,0,-1173,-11141.6501696833,758000.130525583,1173,-2.4921875,-92.7955316742081,2799.26189062468,2.4921875,0,0,0,0,0,0,0,0,0,0,0,0
0.12818,0,0,0,0,0,0,0,0,-1206.8359375,-7655.18947963801,788792.011322454,1206.8359375,-2.90234375,-92.7955316742081,0,2.90234375,0,0,0,0,0,0,0,0,0,0,0,0
0.1326,0,0,0,0,0,0,0,0,-1225.6328125,-4252.68665158371,769797.019921787,1225.6328125,-2.99609375,-21.210407239819,16195.7295100428,2.99609375,0,0,0,0,0,0,0,0,0,0,0,0
0.13702,0,0,0,0,0,0,0,0,-1230,-988.051470588235,738605.244569112,1230,-2.99609375,0,4798.73466964231,2.99609375,0,0,0,0,0,0,0,0,0,0,0,0
0.14144,0,0,0,0,0,0,0,0,-1219.34765625,2410.03252262443,768797.283532278,1219.34765625,-2.99609375,0,0,2.99609375,0,0,0,0,0,0,0,0,0,0,0,0
0.14586,0,0,0,0,0,0,0,0,-1193.41796875,5866.44513574661,781993.803873795,1193.41796875,-3.1875,-43.3045814479638,-9797.41661718638,3.1875,0,0,0,0,0,0,0,0,0,0,0,0
